compound_form,compound_form_normalized,PhoneticVersion_Compound,reading_status,reading_source,nested_in_forms,component_reading_inferred
|MUŠ₃.AB|,MUŠ3.AB,sugal₅|zabala₅|zabalam₅,ATTESTED_DIRECT,OSL,,ennin-ab
|MUŠ₃.BU|,MUŠ3.BU,susbu₃|suzbu₃,ATTESTED_DIRECT,OSL,,ennin-bu
|MUŠ₃.KUŠU₂|,MUŠ3.KUŠU2,uruhₓ,ATTESTED_DIRECT,OSL,,ennin-kuš9
|MUŠ₃.PAD|,MUŠ3.PAD,,NO_ATTESTED_READING,,,ennin-bad2
|MUŠ₃.SIK₂.LAM|,MUŠ3.SIK2.LAM,šušuₓ,ATTESTED_DIRECT,OSL,,ennin-seg2-ešx(lam)
|MUŠ₃.TE.AB@g|,MUŠ3.TE.AB@g,zabalaₓ,ATTESTED_DIRECT,OSL,,ennin-de4-ab4
|MUŠ₃.ZA.AB@g|,MUŠ3.ZA.AB@g,sugal₄|zabala₄|zabalam₄,ATTESTED_DIRECT,OSL,,ennin-sa3-ab4
|MUŠ₃.ZA|,MUŠ3.ZA,nam-ri|subₓ|suba₃|subi₃|šuba₃,ATTESTED_DIRECT,OSL,,ennin-sa3
|MUŠ₃.ZA₇|,MUŠ3.ZA7,,NO_ATTESTED_READING,,,ennin-za7
|MUŠ₃.ŠEŠ₂|,MUŠ3.ŠEŠ2,šušin,ATTESTED_DIRECT,OSL,,ennin-še8
|MUŠ₃@g.BU|,MUŠ3@g.BU,susbu|suzbu,ATTESTED_DIRECT,OSL,,muš2-bu
|MUŠ₃@g.DI|,MUŠ3@g.DI,se₂₉,ATTESTED_DIRECT,OSL,,muš2-de
|MUŠ₃@g.SIK₂.LAM|,MUŠ3@g.SIK2.LAM,šušuₓ,ATTESTED_DIRECT,OSL,,muš2-seg2-ešx(lam)
|MUŠ₃@g.ŠEŠ₂|,MUŠ3@g.ŠEŠ2,,NO_ATTESTED_READING,,,muš2-še8
|MUŠ₃×AN|,MUŠ3×AN,,NO_ATTESTED_READING,,,ennin-/dimer/
|MUŠ₃×MUŠ₃|,MUŠ3×MUŠ3,,NO_ATTESTED_READING,,,ennin-ennin
|MUŠ₃×PA|,MUŠ3×PA,,NO_ATTESTED_READING,,,ennin-addirx(pa)
|NAGA.U₂|,NAGA.U2,ugaₓ,ATTESTED_DIRECT,OSL,,ereš2-ba6
|NAGAR.DIŠ|,NAGAR.DIŠ,kušaₓ,ATTESTED_DIRECT,OSL,,alla-anₓ
|NAGAR.DUB|,NAGAR.DUB,,NO_ATTESTED_READING,,,alla-dab4
|NAGAR×ZA@t|,NAGAR×ZA@t,,NO_ATTESTED_READING,,,alla-ad4
|NAGA×DIŠ|,NAGA×DIŠ,,NO_ATTESTED_READING,,,ereš2-anₓ
|NAM.EN.NA|,NAM.EN.NA,palaₓ,ATTESTED_DIRECT,OSL,,bir5-adx(en)-aniku
|NAM.EN|,NAM.EN,pala₂,ATTESTED_DIRECT,OSL,,bir5-adx(en)
|NAM.SAL.TUG₂|,NAM.SAL.TUG2,pala₃,ATTESTED_DIRECT,OSL,,bir5-nin
|NAM.SU|,NAM.SU,rug₂,ATTESTED_DIRECT,OSL,,bir5-guš
|NA₂.HU|,NA2.HU,,NO_ATTESTED_READING,,,daramx(na2)-'u5
|NA₂.X|,NA2.X,ni-ir,ATTESTED_DIRECT,OSL,,
|NE.GI|,NE.GI,enₓ|gibil₆|gir₁₈|gira₃|girra,ATTESTED_DIRECT,OSL,,bar7-ešša3
|NE.GIŠ~v|,NE.GIŠ~v,bilₓ,ATTESTED_DIRECT,OSL,,
|NE.NE|,NE.NE,,NO_ATTESTED_READING,,,bar7-bar7
|NE.PAP.GIŠ|,NE.PAP.GIŠ,bilₓ,ATTESTED_DIRECT,OSL,,bar7-aha3-es
|NE.PAP.GIŠ~v|,NE.PAP.GIŠ~v,bilₓ,ATTESTED_DIRECT,OSL,,
|NE.PAP.MES|,NE.PAP.MES,bilₓ,ATTESTED_DIRECT,OSL,,bar7-aha3-dubx(mes)
|NE.PAP|,NE.PAP,,NO_ATTESTED_READING,,,bar7-aha3
|NE.RU|,NE.RU,erim₂|erima₂|erin₇|ne-ru|riₓ|rim₃|rum₂,ATTESTED_DIRECT,OSL,,bar7-gešba
|NE.SI.A|,NE.SI.A,dubₓ|ganzer₂|ganzir₂|udub₃,ATTESTED_DIRECT,OSL,,bar7-hux(si)-'u4
|NE.SI@g|,NE.SI@g,lisi|lisin,ATTESTED_DIRECT,OSL,,bar7-gunux(si@g)
|NE@s.GA.MES|,NE@s.GA.MES,gilgamesₓ|gilgamešₓ,ATTESTED_DIRECT,OSL,,bel₂-ebir4-dubx(mes)
|NE@s.GI|,NE@s.GI,gibilₓ,ATTESTED_DIRECT,OSL,,bel₂-ešša3
|NE×KASKAL|,NE×KASKAL,,NO_ATTESTED_READING,,,bar7-bu2
|NE×PAP|,NE×PAP,,NO_ATTESTED_READING,,,bar7-aha3
|NI&NI|,NI&NI,,NESTED_IN_LONGER_FORM,,TAB&TAB.NI&NI.DIŠ&DIŠ,be3-be3
|NI.DIŠ.GIŠ|,NI.DIŠ.GIŠ,,NO_ATTESTED_READING,,,be3-anₓ-es
|NI.GIŠ|,NI.GIŠ,para₄,ATTESTED_DIRECT,OSL,,be3-es
|NI.LU|,NI.LU,libₓ|libiₓ|ligiₓ,ATTESTED_DIRECT,OSL,,be3-eze
|NI.NI|,NI.NI,%akk/n ilī,ATTESTED_DIRECT,OSL,,be3-be3
|NI.UD.EN|,NI.UD.EN,enna,ATTESTED_DIRECT,OSL,,atumx(-adx(en)
|NI.UD.KISIM₅×(U₂.GIR₂)|,NI.UD.KISIM5×(U2.GIR2),,NO_ATTESTED_READING,,,
|NI.UD.KI|,NI.UD.KI,atum,ATTESTED_DIRECT,OSL,,atumx(-ammax(ki)
|NIM×GAN₂|,NIM×GAN2,,NESTED_IN_LONGER_FORM,,NIM×GAN2@t,alamax(nim)-al3
|NIM×GA|,NIM×GA,,NESTED_IN_LONGER_FORM,,NIM×GAR+GAN2@t; NIM×GAN2@t,alamax(nim)-ebir4
|NINDA₂.AŠ.AŠ|,NINDA2.AŠ.AŠ,,NO_ATTESTED_READING,,,gur9-1aš-1aš
|NINDA₂.AŠ|,NINDA2.AŠ,ugu₇-dil,ATTESTED_DIRECT,OSL,,gur9-1aš
|NINDA₂.GUD|,NINDA2.GUD,,NO_ATTESTED_READING,,,gur9-alap
|NINDA₂×(ŠE.AN)|,NINDA2×(ŠE.AN),,NO_ATTESTED_READING,,,agx(-/dimer/
|NINDA₂×AŠ.KUR|,NINDA2×AŠ.KUR,humₓ,ATTESTED_DIRECT,OSL,,indagarax(-amma
|NINDA₂×AŠ@c|,NINDA2×AŠ@c,,NO_ATTESTED_READING,,,gur9-1aš
|NINDA₂×DIŠ@c|,NINDA2×DIŠ@c,,NO_ATTESTED_READING,,,gur9-anₓ
|NINDA₂×DUB|,NINDA2×DUB,bariga,ATTESTED_DIRECT,OSL,,gur9-dab4
|NINDA₂×DUN₃@g|,NINDA2×DUN3@g,,NO_ATTESTED_READING,,,gur9-aga3
|NINDA₂×GAL|,NINDA2×GAL,,NO_ATTESTED_READING,,,gur9-gal
|NINDA₂×GAR₃|,NINDA2×GAR3,,NO_ATTESTED_READING,,,gur9-gar3
|NINDA₂×GI.IDIM|,NINDA2×GI.IDIM,gidimₓ,ATTESTED_DIRECT,OSL,,giguruₓ-ari2
|NINDA₂×IGI@g|,NINDA2×IGI@g,,NO_ATTESTED_READING,,,gur9-agar4
|NINDA₂×KUL|,NINDA2×KUL,nindaₓ,ATTESTED_DIRECT,OSL,,gur9-gu9
|NINDA₂×MI|,NINDA2×MI,gurgig,ATTESTED_DIRECT,OSL,,gur9-dugud2
|NINDA₂×NIGIDAMIN@c|,NINDA2×NIGIDAMIN@c,,NO_ATTESTED_READING,,,gur9-2bariga
|NINDA₂×TUR|,NINDA2×TUR,,NO_ATTESTED_READING,,,gur9-ban3
|NINDA₂×U@c|,NINDA2×U@c,,NO_ATTESTED_READING,,,gur9-1u
|NINDA₂×U₂|,NINDA2×U2,NINDA2×U2,ATTESTED_DIRECT,SYLLABARY_CM,,gur9-ba6
|NINDA₂×ŠE.A.AN|,NINDA2×ŠE.A.AN,NINDA2×ŠE.A.AN|SAMX(|NINDA2×ŠE.A.AN|)|SAX(|NINDA2×ŠE.A.AN|)|samx(|NINDA2×ŠE.A.AN|)|sax(|NINDA2×ŠE.A.AN|)|ŠAMX(|NINDA2×ŠE.A.AN|)|šamx(|NINDA2×ŠE.A.AN|),ATTESTED_DIRECT,SYLLABARY_CM,,agx(-'u4-/dimer/
|NINDA₂×ŠE.A|,NINDA2×ŠE.A,NINDA2×ŠE.A|SAMX(|NINDA2×ŠE.A|)|SAX(|NINDA2×ŠE.A|)|samx(|NINDA2×ŠE.A|)|sax(|NINDA2×ŠE.A|)|ŠAMX(|NINDA2×ŠE.A|)|šamx(|NINDA2×ŠE.A|),ATTESTED_DIRECT,SYLLABARY_CM,,agx(-'u4
|NINDA₂×ŠID|,NINDA2×ŠID,gurmedub,ATTESTED_DIRECT,OSL,,gur9-ag3
|NINDA₂×ŠIM|,NINDA2×ŠIM,,NO_ATTESTED_READING,,,gur9-asila2
|NI×GIŠ|,NI×GIŠ,,NO_ATTESTED_READING,,,be3-es
|NU&NU.NUNUZ&NUNUZ.U₂&U₂|,NU&NU.NUNUZ&NUNUZ.U2&U2,,NO_ATTESTED_READING,,,
|NU.SAG|,NU.SAG,nundumₓ,ATTESTED_DIRECT,OSL,,la3-dul7
|NUN.AB₂.DU|,NUN.AB2.DU,abrig₂,ATTESTED_DIRECT,OSL,,...ri-ab2-aragub
|NUN.EŠ₂.AB.BU|,NUN.EŠ2.AB.BU,,NO_ATTESTED_READING,,,...ri-ege-ab-bu
|NUN.EŠ₂.BU|,NUN.EŠ2.BU,samanₓ,ATTESTED_DIRECT,OSL,,...ri-ege-bu
|NUN.EŠ₂.ŠE.BU|,NUN.EŠ2.ŠE.BU,,NO_ATTESTED_READING,,,...ri-ege-ašnan2-bu
|NUN.GIŠ%GIŠ|,NUN.GIŠ%GIŠ,,NO_ATTESTED_READING,,,...ri-adamen₃
|NUN.KI|,NUN.KI,guruda|nunpeₓ,ATTESTED_DIRECT,OSL,,...ri-ammax(ki)
|NUN.LA.GA₂×GAR|,NUN.LA.GA2×GAR,gagaₓ,ATTESTED_DIRECT,OSL,,...ri-la-egara
|NUN.LA.GA₂×UŠ|,NUN.LA.GA2×UŠ,,NO_ATTESTED_READING,,,
|NUN.LAGAR|,NUN.LAGAR,šilam⁻,ATTESTED_DIRECT,OSL,,...ri-...ri-lagal-lagal
|NUN.LAGAR×TAK₄|,NUN.LAGAR×TAK4,,NO_ATTESTED_READING,,,
|NUN.ME.AB₂.DU|,NUN.ME.AB2.DU,abrig₂,ATTESTED_DIRECT,OSL,,...ri-ba13-ab2-aragub
|NUN.ME.EZEN.GUM|,NUN.ME.EZEN.GUM,kumₓ,ATTESTED_DIRECT,OSL,,...ri-ba13-asilalx(ezen)-gas2
|NUN.ME.KA×GAN₂@t|,NUN.ME.KA×GAN2@t,abgal₂?,ATTESTED_DIRECT,OSL,,...ri-ba13-ba11
|NUN.ME.KA×ME|,NUN.ME.KA×ME,abgalₓ?,ATTESTED_DIRECT,OSL,,...ri-ba13-em4
|NUN.ME.TAG.GA|,NUN.ME.TAG.GA,,NO_ATTESTED_READING,,,...ri-ba13-da6-ebir4
|NUN.NUN|,NUN.NUN,,NO_ATTESTED_READING,,,...ri-...ri-...ri-...ri
|NUN.TAG|,NUN.TAG,,NESTED_IN_LONGER_FORM,,ME.NUN.TAG,...ri-da6
|NUN.ŠE.LAL|,NUN.ŠE.LAL,NUN.ŠE.LAL|SAMANX(|NUN.ŠE.LAL|)|samanx(|NUN.ŠE.LAL|),ATTESTED_DIRECT,SYLLABARY_CM,,...ri-ašnan2-la2
|NUN.ŠE|,NUN.ŠE,kiši₁₂|zixₓ,ATTESTED_DIRECT,OSL,,...ri-ašnan2
|NUN@t.ŠE|,NUN@t.ŠE,zixₓ,ATTESTED_DIRECT,OSL,,agargara-ašnan2
|NUNUZ.AB₂|,NUNUZ.AB2,NISAGGA|NUNUZ.AB2|nisagga,ATTESTED_DIRECT,SYLLABARY_CM,,nunu-ab2
|NUNUZ.AB₂×(BI.SILA₃)|,NUNUZ.AB2×(BI.SILA3),,NO_ATTESTED_READING,,,
|NUNUZ.AB₂×(BUR₂.LU₃)|,NUNUZ.AB2×(BUR2.LU3),,NO_ATTESTED_READING,,,
|NUNUZ.AB₂×(LU₃.BUR₂)|,NUNUZ.AB2×(LU3.BUR2),,NO_ATTESTED_READING,,,
|NUNUZ.AB₂×(U.U.U)|,NUNUZ.AB2×(U.U.U),lahtanₓ,ATTESTED_DIRECT,OSL,,
|NUNUZ.AB₂×GU|,NUNUZ.AB2×GU,,NESTED_IN_LONGER_FORM,,NUNUZ.AB2×GUD; NUNUZ.AB2×GUG2+BULUG2,
|NUNUZ.AB₂×LU₃|,NUNUZ.AB2×LU3,,NO_ATTESTED_READING,,,
|NUNUZ.AB₂×NI|,NUNUZ.AB2×NI,,NO_ATTESTED_READING,,,
|NUNUZ.AB₂×TAB|,NUNUZ.AB2×TAB,lahtanₓ,ATTESTED_DIRECT,OSL,,
|NUNUZ.AB₂×X|,NUNUZ.AB2×X,huburₓ|mudₓ|xdiₓ|xgidaₓ,ATTESTED_DIRECT,OSL,,
|NUNUZ.DIM₂|,NUNUZ.DIM2,nigi₃,ATTESTED_DIRECT,OSL,,nunu-/šitlam/
|NUNUZ.DUH.A|,NUNUZ.DUH.A,,NO_ATTESTED_READING,,,nunu-du8-'u4
|NUNUZ.KISIM₅|,NUNUZ.KISIM5,nisaga,ATTESTED_DIRECT,OSL,,nunu-kisim5
|NUNUZ.KISIM₅×(LU₃.PAP.PAP)|,NUNUZ.KISIM5×(LU3.PAP.PAP),,NO_ATTESTED_READING,,,
|NUNUZ.KISIM₅×(TUG₂.HI)|,NUNUZ.KISIM5×(TUG2.HI),,NO_ATTESTED_READING,,,
|NUNUZ.KISIM₅×AŠGAB|,NUNUZ.KISIM5×AŠGAB,lahtanₓ,ATTESTED_DIRECT,OSL,,
|NUNUZ.KISIM₅×KAK|,NUNUZ.KISIM5×KAK,,NO_ATTESTED_READING,,,
|NUNUZ.KISIM₅×U₂|,NUNUZ.KISIM5×U2,haraₓ,ATTESTED_DIRECT,OSL,,
|NUNUZ.NUNUZ|,NUNUZ.NUNUZ,,NO_ATTESTED_READING,,,nunu-nunu
|NU×U@c|,NU×U@c,,NO_ATTESTED_READING,,,la3-1u
|NU₁₁.BUR.HU|,NU11.BUR.HU,,NO_ATTESTED_READING,,,duri-bur-'u5
|NU₁₁.BUR.LA.HU|,NU11.BUR.LA.HU,,NO_ATTESTED_READING,,,duri-bur-la-'u5
|NU₁₁.BUR.SU.HU.LA|,NU11.BUR.SU.HU.LA,lagašₓ,ATTESTED_DIRECT,OSL,,duri-bur-guš-'u5-la
|NU₁₁.BUR.SU.LA.HU|,NU11.BUR.SU.LA.HU,,NO_ATTESTED_READING,,,duri-bur-guš-la-'u5
|NU₁₁.GA₂|,NU11.GA2,,NO_ATTESTED_READING,,,duri-alba
|NU₁₁.GIŠ|,NU11.GIŠ,ŋešnu|ŋišnu,ATTESTED_DIRECT,OSL,,duri-es
|NU₁₁.IR|,NU11.IR,gešnu₂|gišnu₂|ŋešnu₂|ŋišnu₂,ATTESTED_DIRECT,OSL,,duri-er
|NU₁₁.LA.BUR|,NU11.LA.BUR,,NO_ATTESTED_READING,,,duri-la-bur
|NU₁₁.LA.HU|,NU11.LA.HU,lagašₓ,ATTESTED_DIRECT,OSL,,duri-la-'u5
|NU₁₁@90.PI|,NU11@90.PI,gizzalₓ|ŋizzalₓ,ATTESTED_DIRECT,OSL,,
|NU₁₁@90.SILA₃|,NU11@90.SILA3,gizzal₂|ŋizzal₂,ATTESTED_DIRECT,OSL,,
|NU₁₁@t.SILA₃|,NU11@t.SILA3,ŋešniₓ,ATTESTED_DIRECT,OSL,,šir@t-ga5
|PA.AN|,PA.AN,billuda|billudu|biluda|garza|garzu|ŋarza|ŋarzu|kuš₄,ATTESTED_DIRECT,OSL,,addirx(pa)-/dimer/
|PA.BU.EL|,PA.BU.EL,susugₓ,ATTESTED_DIRECT,OSL,,addirx(pa)-bu-el
|PA.DAG.KISIM₅×GA|,PA.DAG.KISIM5×GA,kabarₓ,ATTESTED_DIRECT,OSL,,addirx(pa)-akan
|PA.DAG.KISIM₅×GUD|,PA.DAG.KISIM5×GUD,udul₁₁|utul₁₁,ATTESTED_DIRECT,OSL,,addirx(pa)-dag.kisim5×gud
|PA.DAG.KISIM₅×LU|,PA.DAG.KISIM5×LU,udulₓ,ATTESTED_DIRECT,OSL,,addirx(pa)-dag.kisim5×lu
|PA.DAG.KISIM₅×PAP|,PA.DAG.KISIM5×PAP,sirig,ATTESTED_DIRECT,OSL,,
|PA.DU@g|,PA.DU@g,maškim₂,ATTESTED_DIRECT,OSL,,addirx(pa)-du@g
|PA.DU@s.HUB₂|,PA.DU@s.HUB2,rigₓ,ATTESTED_DIRECT,OSL,,addirx(pa)-barim-dux(hub2)
|PA.DU@s|,PA.DU@s,barimₓ|maškim|parimₓ,ATTESTED_DIRECT,OSL,,addirx(pa)-barim
|PA.DUG.GIŠ.PAD.SI.A|,PA.DUG.GIŠ.PAD.SI.A,addirₓ,ATTESTED_DIRECT,OSL,,addirx(pa)-addirx(pa)-dug-dug-es-es-bad2-bad2-hux(si)-hux(si)-'u4-'u4
|PA.DUN₃|,PA.DUN3,hursag|hursaŋ,ATTESTED_DIRECT,OSL,,addirx(pa)-du5
|PA.DU|,PA.DU,maškim₃,ATTESTED_DIRECT,OSL,,addirx(pa)-aragub
|PA.EL.SUD|,PA.EL.SUD,,NO_ATTESTED_READING,,,addirx(pa)-el-sar4
|PA.EL|,PA.EL,susugₓ,ATTESTED_DIRECT,OSL,,addirx(pa)-el
|PA.EŠ₂|,PA.EŠ2,,NO_ATTESTED_READING,,,addirx(pa)-ege
|PA.E₂|,PA.E2,šabra₂|šapra₂,ATTESTED_DIRECT,OSL,,addirx(pa)-'a3
|PA.GAN|,PA.GAN,sag₂|seg₁₁|sig₁₁|sikiₓ,ATTESTED_DIRECT,OSL,,addirx(pa)-gam4
|PA.GAR.TE.SI|,PA.GAR.TE.SI,,NO_ATTESTED_READING,,,addirx(pa)-ga4-de4-hux(si)
|PA.GA₂|,PA.GA2,luga|luŋa,ATTESTED_DIRECT,OSL,,addirx(pa)-alba
|PA.GISAL.PAD|,PA.GISAL.PAD,addir₃,ATTESTED_DIRECT,OSL,,addirx(pa)-gisal-bad2
|PA.GISAL.SI.A.PAD|,PA.GISAL.SI.A.PAD,ADDIRX(|PA.GISAL.SI.A.PAD|)|PA.GISAL.SI.A.PAD|addirx(|PA.GISAL.SI.A.PAD|),ATTESTED_DIRECT,SYLLABARY_CM,,addirx(pa)-gisal-hux(si)-'u4-bad2
|PA.GISAL.SI.A|,PA.GISAL.SI.A,ADDIRX(|PA.GISAL.SI.A|)|PA.GISAL.SI.A|addirx(|PA.GISAL.SI.A|),ATTESTED_DIRECT,SYLLABARY_CM,,addirx(pa)-gisal-hux(si)-'u4
|PA.GISAL.SI.KAL.RU|,PA.GISAL.SI.KAL.RU,addirₓ,ATTESTED_DIRECT,OSL,,addirx(pa)-gisal-hux(si)-alad2-gešba
|PA.GISAL.SI|,PA.GISAL.SI,,NESTED_IN_LONGER_FORM,,PA.GISAL.SI.A.PAD; PA.GISAL.SI.A,addirx(pa)-gisal-hux(si)
|PA.GI|,PA.GI,sigₓ|zigₓ,ATTESTED_DIRECT,OSL,,addirx(pa)-ešša3
|PA.GU₂×NUN|,PA.GU2×NUN,musubₓ,ATTESTED_DIRECT,OSL,,addirx(pa)-gu2×nun
|PA.HUB₂.DU|,PA.HUB2.DU,rig₇,ATTESTED_DIRECT,OSL,,addirx(pa)-dux(hub2)-aragub
|PA.HUB₂|,PA.HUB2,rig₈,ATTESTED_DIRECT,OSL,,addirx(pa)-dux(hub2)
|PA.IB|,PA.IB,hamanzer|sab|saba|sap|sip₄|sipa₂|šab|šaba|šap|šib₃|šip₃|šub₃|šup₃,ATTESTED_DIRECT,OSL,,addirx(pa)-arkabx(ib)
|PA.KAK|,PA.KAK,hudbu|%akk hutpu,ATTESTED_DIRECT,OSL,,addirx(pa)-ban4
|PA.LAGAB×(GUD&GUD)|,PA.LAGAB×(GUD&GUD),muatiₓ,ATTESTED_DIRECT,OSL,,addirx(pa)-dibx(
|PA.LU.TA|,PA.LU.TA,,NO_ATTESTED_READING,,,addirx(pa)-eze-da2
|PA.LUGAL|,PA.LUGAL,garza₂|girza|ŋarza₂,ATTESTED_DIRECT,OSL,,addirx(pa)-bišeba
|PA.LU|,PA.LU,{d}|PA.LU|,ATTESTED_DIRECT,DIRI,,addirx(pa)-eze
|PA.LU₂|,PA.LU2,,NO_ATTESTED_READING,,,addirx(pa)-addax(lu2)
|PA.ME.U.U.U|,PA.ME.U.U.U,ari₅?,ATTESTED_DIRECT,OSL,,addirx(pa)-eš17
|PA.MUNSUB|,PA.MUNSUB,munsubₓ,ATTESTED_DIRECT,OSL,,addirx(pa)-munsub
|PA.NAM₂|,PA.NAM2,,NO_ATTESTED_READING,,,addirx(pa)-nam2
|PA.NUN.LAGAR|,PA.NUN.LAGAR,udulₓ|utulₓ,ATTESTED_DIRECT,OSL,,addirx(pa)-...ri-lagal
|PA.PA|,PA.PA,šullatₓ,ATTESTED_DIRECT,OSL,,addirx(pa)-addirx(pa)
|PA.SAG|,PA.SAG,{d}PA-SAG,ATTESTED_DIRECT,DIRI,,addirx(pa)-dul7
|PA.SI.GAR|,PA.SI.GAR,ensiₓ,ATTESTED_DIRECT,OSL,,addirx(pa)-hux(si)-ga4
|PA.SI|,PA.SI,ensiₓ,ATTESTED_DIRECT,OSL,,addirx(pa)-hux(si)
|PA.SUD.EL|,PA.SUD.EL,sugₓ,ATTESTED_DIRECT,OSL,,addirx(pa)-sar4-el
|PA.SU|,PA.SU,%akk tertu,ATTESTED_DIRECT,OSL,,addirx(pa)-guš
|PA.TAR|,PA.TAR,gugₓ,ATTESTED_DIRECT,OSL,,addirx(pa)-dar6
|PA.TE.SI|,PA.TE.SI,ensag|ensi₂|ensik,ATTESTED_DIRECT,OSL,,addirx(pa)-de4-hux(si)
|PA.TE|,PA.TE,en₅|ninₓ,ATTESTED_DIRECT,OSL,,addirx(pa)-de4
|PA.TUK.DU|,PA.TUK.DU,rigₓ,ATTESTED_DIRECT,OSL,,addirx(pa)-du12-aragub
|PA.URU|,PA.URU,,NESTED_IN_LONGER_FORM,,PA.URU×MIN,addirx(pa)-al8
|PA.UZU|,PA.UZU,dud|duda|duduₓ|dunda|tud₂|tudu|tunda,ATTESTED_DIRECT,OSL,,addirx(pa)-usux(uzu)
|PA.X.X|,PA.X.X,utulₓ,ATTESTED_DIRECT,OSL,,
|PA.ŠA₆|,PA.ŠA6,erida₂|erimₓ|gangud|šanga₇|tidimₓ,ATTESTED_DIRECT,OSL,,addirx(pa)-a10
|PA.ŠE|,PA.ŠE,isin|isina|išin,ATTESTED_DIRECT,OSL,,addirx(pa)-ašnan2
|PAD.AN.MUŠ₃@g|,PAD.AN.MUŠ3@g,nindabaₓ,ATTESTED_DIRECT,OSL,,bad2-/dimer/-muš2
|PAD.AN.MUŠ₃|,PAD.AN.MUŠ3,nidba|niŋdaba|nindaba|ninni₇|ninnim₇,ATTESTED_DIRECT,OSL,,bad2-/dimer/-ennin
|PAD.DUG.GIŠ.SI|,PAD.DUG.GIŠ.SI,ADDIRX(|PAD.DUG.GIŠ.SI|)|PAD.DUG.GIŠ.SI|addirx(|PAD.DUG.GIŠ.SI|),ATTESTED_DIRECT,SYLLABARY_CM,,bad2-dug-es-hux(si)
|PAD.GISAL.SI.A|,PAD.GISAL.SI.A,,NO_ATTESTED_READING,,,bad2-gisal-hux(si)-'u4
|PAD.GISAL.SI|,PAD.GISAL.SI,addirₓ,ATTESTED_DIRECT,OSL,,bad2-gisal-hux(si)
|PAD.UD|,PAD.UD,šutugₓ,ATTESTED_DIRECT,OSL,,bad2-a12
|PAN.GAM|,PAN.GAM,,NO_ATTESTED_READING,,,ba10-ar5
|PAP.E|,PAP.E,pa₅|pad₅,ATTESTED_DIRECT,OSL,,aha3-e
|PAP.GIŠ.NE|,PAP.GIŠ.NE,bilₓ,ATTESTED_DIRECT,OSL,,aha3-es-bar7
|PAP.GU₂.GAR₃|,PAP.GU2.GAR3,,NO_ATTESTED_READING,,,aha3-gu2-gar3
|PAP.HAL|,PAP.HAL,puš₂,ATTESTED_DIRECT,OSL,,aha3-buluh
|PAP.IGI@g.NUN.ME.EZEN×KASKAL|,PAP.IGI@g.NUN.ME.EZEN×KASKAL,,NESTED_IN_LONGER_FORM,,EN.PAP.IGI@g.NUN.ME.EZEN×KASKAL; SAL.TUG2.PAP.IGI@g.NUN.ME.EZEN×KASKAL,aha3-agar4-...ri-ba13-asilax(
|PAP.IGI@g|,PAP.IGI@g,isima|isimu|isimud|pap-ugur₂,ATTESTED_DIRECT,OSL,,aha3-agar4
|PAP.IŠ|,PAP.IŠ,pa₆|pad₆,ATTESTED_DIRECT,OSL,,aha3-es₅
|PAP.NE.GIŠ|,PAP.NE.GIŠ,bilₓ,ATTESTED_DIRECT,OSL,,aha3-bar7-es
|PAP.NE|,PAP.NE,bilₓ,ATTESTED_DIRECT,OSL,,aha3-bar7
|PAP.NUN.ME.EZEN|,PAP.NUN.ME.EZEN,isimudₓ,ATTESTED_DIRECT,OSL,,aha3-...ri-ba13-asilalx(ezen)
|PAP.PAP.4×IDIM|,PAP.PAP.4×IDIM,šušru,ATTESTED_DIRECT,OSL,,
|PAP.PAP.LU₃|,PAP.PAP.LU3,,NO_ATTESTED_READING,,,aha3-aha3-gadx(lu3)
|PAP.PAP.ŠE|,PAP.PAP.ŠE,,NO_ATTESTED_READING,,,aha3-aha3-ašnan2
|PAP.PAP|,PAP.PAP,aman|bu₁₀|bulug₃|buluŋ₃|bulunₓ|bur₁₃|dim₄|munₓ|munu₄|pur₁₃,ATTESTED_DIRECT,OSL,,aha3-aha3
|PAP.PAP×ŠE|,PAP.PAP×ŠE,munuₓ,ATTESTED_DIRECT,OSL,,
|PAP.SAG|,PAP.SAG,PAP.SAG,ATTESTED_DIRECT,SYLLABARY_CM,,aha3-dul7
|PI.GIŠ.TUG₂|,PI.GIŠ.TUG2,ŋeštuₓ,ATTESTED_DIRECT,OSL,,a3-es-azalag2
|PIRIG.AB×GAL|,PIRIG.AB×GAL,nergalₓ,ATTESTED_DIRECT,OSL,,ne3-ab×gal
|PIRIG.KIŠ|,PIRIG.KIŠ,tidnum,ATTESTED_DIRECT,OSL,,ne3-erraₓ
|PIRIG.PIRIG|,PIRIG.PIRIG,didanu|didanum|didnu|didnum|tidanu|tidanum|tidnim|tidnu,ATTESTED_DIRECT,OSL,,ne3-ne3
|PIRIG.TUR|,PIRIG.TUR,nemur₂|nimurₓ,ATTESTED_DIRECT,OSL,,ne3-ban3
|PIRIG×PA.LAGAB|,PIRIG×PA.LAGAB,,NO_ATTESTED_READING,,,
|PIRIG×ŠE|,PIRIG×ŠE,,NO_ATTESTED_READING,,,ne3-ašnan2
|RA.RA|,RA.RA,kutu₂?,ATTESTED_DIRECT,OSL,,ra-ra
|RAB.GAL|,RAB.GAL,gušur₂|ŋušur₂|ur₁₃?,ATTESTED_DIRECT,OSL,,rab-gal
|RAB.GAN|,RAB.GAN,dim₈,ATTESTED_DIRECT,OSL,,rab-gam4
